Job1,Job2,Sector1,Sector2,NSQF1,NSQF2,similarity_score
Recyclable Waste Collector & Segregator,Tour Manager,Green Jobs,Tourism & Hospitality,4,6,0.3589375
Advanced Program on Hand Block Printing,Tour Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.35887688
Junior Technician- Solar EV charging station,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.35884753
Automotive Quality Control Inspector,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,3,5,0.3588002
Solar Photovoltaic Site Survey Assistant,Wastewater Treatment Plant Helper,Green Jobs,Green Jobs,3.5,3,0.35875076
Introduction to Electric Vehicle,Loader Operator-Underground,Automotive,Mining,4,4,0.35860208
GHG Accounting and Sustainability Reporting,Loader Operator-Underground,Green Jobs,Mining,6,4,0.35860208
Solar PV Designer,Tour Manager,Green Jobs,Tourism & Hospitality,7,6,0.35848233
Solar Photovoltaic Technician,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.35844377
Introduction to Electric Vehicle,Ceramics and Terracotta Toy Maker - Artisan,Automotive,Handicrafts and Carpet,4,4,0.35837168
GHG Accounting and Sustainability Reporting,Ceramics and Terracotta Toy Maker - Artisan,Green Jobs,Handicrafts and Carpet,6,4,0.35837168
Industrial Control,Loin Loom Weaver,Automotive,Textile,4.5,3,0.35802752
Assistant Lab Technician - Food and Agricultural Commodities,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,4,4,0.3579326
Sanitation worker,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,2,4,0.35787737
Refrigeration Technician - Food Processing Facility,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,4,4,0.35785347
Rooftop Solar Grid Engineer,Tour Manager,Green Jobs,Tourism & Hospitality,5,6,0.35772792
Advanced Program on Hand Block Printing,Kitchen Stewarding Shift In charge,Handicrafts and Carpet,Tourism & Hospitality,4,3.5,0.35760975
Solar PV Engineer (Option: Solar Water Pumping System),Advanced Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,5,4,0.35750687
Portable Improved Cookstove Assembler,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.3575065
Solar PV Engineer (Option: Solar Water Pumping System),Guest Service Associate- Food & Beverage Service,Green Jobs,Tourism & Hospitality,5,4,0.35749412
Solar PV Designer,Bartender,Green Jobs,Tourism & Hospitality,7,4.5,0.35741252
Solar PV Engineer (Option: Solar Water Pumping System),Kitchen Stewarding Shift In charge,Green Jobs,Tourism & Hospitality,5,3.5,0.35733747
GHG Accounting and Sustainability Reporting,Ventilation Checker cum Fan Operator,Green Jobs,Mining,6,4,0.3569898
Introduction to Electric Vehicle,Ventilation Checker cum Fan Operator,Automotive,Mining,4,4,0.3569898
Basic Program on Traditional Hand Embroidery,Billing/Contract Executive (Facility Management),Handicrafts and Carpet,Tourism & Hospitality,4,4,0.35684818
Advanced Program on Hand Block Printing,Pantry Associate,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.35670996
GHG Accounting and Sustainability Reporting,Instrumentation Technician (Mineral Sands),Green Jobs,Mining,6,4.5,0.3567009
Introduction to Electric Vehicle,Instrumentation Technician (Mineral Sands),Automotive,Mining,4,4.5,0.3567009
Introduction to Electric Vehicle,Quality Control Manager-Tourism and Hospitality,Automotive,Tourism & Hospitality,4,6,0.35625952
GHG Accounting and Sustainability Reporting,Quality Control Manager-Tourism and Hospitality,Green Jobs,Tourism & Hospitality,6,6,0.35625952
Advanced Program on Hand Block Printing,Food & Beverage Controller,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.35624504
Basic Program on Traditional Hand Embroidery,Electrician (Mineral Sands),Handicrafts and Carpet,Mining,4,4.5,0.35617867
Introduction to Electric Vehicle,Assistant Ceramics and Terracotta Toy Maker,Automotive,Handicrafts and Carpet,4,2.5,0.35609162
GHG Accounting and Sustainability Reporting,Assistant Ceramics and Terracotta Toy Maker,Green Jobs,Handicrafts and Carpet,6,2.5,0.35609162
Supervisor- Operations and Maintenance  (Compressed Biogas/Waste to Energy),GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,5,6,0.35594308
Introduction to Electric Vehicle,Supervisor- Operations and Maintenance  (Compressed Biogas/Waste to Energy),Automotive,Green Jobs,4,5,0.35594308
Solar PV Engineer (Option: Solar Water Pumping System),Tour Manager,Green Jobs,Tourism & Hospitality,5,6,0.35589594
Basic Program on Traditional Hand Embroidery,Assistant Rafting Guide,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.35586697
Desludging Operator,Loin Loom Weaver,Green Jobs,Textile,3,3,0.35581276
Solar EV Charging Entrepreneur,Tour Manager,Green Jobs,Tourism & Hospitality,4,6,0.35579526
Loin Loom Weaver,Tour Manager,Textile,Tourism & Hospitality,3,6,0.35578668
Introduction to Electric Vehicle,Electrician (Mineral Sands),Automotive,Mining,4,4.5,0.35571757
GHG Accounting and Sustainability Reporting,Electrician (Mineral Sands),Green Jobs,Mining,6,4.5,0.35571757
Wastewater Treatment Plant Helper,Leaf Utility Products Artisan,Green Jobs,Handicrafts and Carpet,3,2,0.35564396
Automotive Assembler,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,4,5,0.3553702
Solar PV Engineer (Option: Solar Water Pumping System),Bartender,Green Jobs,Tourism & Hospitality,5,4.5,0.35520697
Solar Photovoltaic Site Survey Assistant,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3.5,4,0.35516727
Advanced Program on Hand Block Printing,Front Office Manager,Handicrafts and Carpet,Tourism & Hospitality,4,7,0.35512722
Introduction to Electric Vehicle,Solar PV Project Helper,Automotive,Green Jobs,4,2,0.35511103
Solar PV Project Helper,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,2,6,0.35511103
Basic Program on Traditional Hand Embroidery,Concierge Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.3547646
Basic Program on Traditional Hand Embroidery,Mineral Processing Operator,Handicrafts and Carpet,Mining,4,4,0.3540673
Automotive Machining Aide,Solar PV Engineer (Option: Solar Water Pumping System),Automotive,Green Jobs,2,5,0.35405874
Food Analyst,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,4,4,0.35400957
Introduction to Electric Vehicle,Plastic Recycling Micro Entrepreneur,Automotive,Green Jobs,4,4,0.3538686
Plastic Recycling Micro Entrepreneur,GHG Accounting and Sustainability Reporting,Green Jobs,Green Jobs,4,6,0.3538686
Loin Loom Weaver,Food & Beverage Service Manager,Textile,Tourism & Hospitality,3,7,0.35379386
Solar Domestic Product Assembler,Duty Manager,Green Jobs,Tourism & Hospitality,2.5,5,0.3536939
Green Hydrogen Plant Junior Technician- Storage,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,3,4,0.35363427
GHG Accounting and Sustainability Reporting,Knitting Machine Operator Circular Knitting,Green Jobs,Textile,6,3,0.35347623
Introduction to Electric Vehicle,Knitting Machine Operator Circular Knitting,Automotive,Textile,4,3,0.35347623
Quality Assurance Manager,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,6,4,0.35317886
Handcrafted Candle Maker,Food & Beverage Service Manager,Handicrafts and Carpet,Tourism & Hospitality,3,7,0.3526355
Green Hydrogen Plant Junior Technician- Storage,Wastewater Treatment Plant Helper,Green Jobs,Green Jobs,3,3,0.3524032
Basic Program on Traditional Hand Embroidery,Transport Duty Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.3523652
Loin Loom Weaver,Duty Manager,Textile,Tourism & Hospitality,3,5,0.35227144
Basic Program on Traditional Hand Embroidery,Camp Helper,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.35190904
Desludging Operator,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.35146782
Green Hydrogen Plant Junior Technician - Power Sources,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.3513845
Basic Program on Traditional Hand Embroidery,Counter Sales Associate-Tourism and Hospitality,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.35132006
Food Sampler,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,3.5,4,0.35114568
Advanced Program on Hand Block Printing,Hotel Reception (WorldSkills),Handicrafts and Carpet,Tourism & Hospitality,4,4.5,0.35091412
Junior Technician- Solar EV charging station,Loin Loom Weaver,Green Jobs,Textile,3,3,0.3504548
Solar PV Engineer (Option: Solar Water Pumping System),Wastewater Treatment Plant Helper,Green Jobs,Green Jobs,5,3,0.34992674
Recyclable Waste Collector & Segregator,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,4,7,0.34988606
Automotive Material Handling Operator,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,3,4,0.34976274
Basic Program on Traditional Hand Embroidery,Chef de Partie,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.34970704
Welding,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4.5,4,0.3494966
Automotive Quality Control Inspector,Green Hydrogen Plant Junior Technician- Storage,Automotive,Green Jobs,3,3,0.34894913
Handcrafted Candle Maker,Guest Service Executive (Front Office),Handicrafts and Carpet,Tourism & Hospitality,3,4.5,0.34874648
Solar PV Designer,Wastewater Treatment Plant Helper,Green Jobs,Green Jobs,7,3,0.34862742
Basic Program on Traditional Hand Embroidery,Kitchen Steward,Handicrafts and Carpet,Tourism & Hospitality,4,2,0.3485857
Solar Photovoltaic Site Survey Assistant,Laundry Associate,Green Jobs,Tourism & Hospitality,3.5,4,0.34825662
Solar PV Engineer (Option: Solar Water Pumping System),Duty Manager,Green Jobs,Tourism & Hospitality,5,5,0.34803432
Solar EV Charging Entrepreneur,Advanced Program on Hand Block Printing,Green Jobs,Handicrafts and Carpet,4,4,0.34801635
Loin Loom Weaver,Hotel Reception (WorldSkills),Textile,Tourism & Hospitality,3,4.5,0.3471384
Basic Program on Traditional Hand Embroidery,Mining Supervisor (Mineral Sands),Handicrafts and Carpet,Mining,4,5.5,0.34684062
Wastewater Treatment Plant Helper,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,3,7,0.34680134
Solar PV Engineer (Option: Solar Water Pumping System),Food & Beverage Service - Associate,Green Jobs,Tourism & Hospitality,5,4,0.34649742
Solar Domestic Product Assembler,Guest Service Executive (Front Office),Green Jobs,Tourism & Hospitality,2.5,4.5,0.34648308
Basic Program on Traditional Hand Embroidery,Walk Tour Facilitator,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.3452586
Wastewater Treatment Plant Helper,Ceramics and Terracotta Toy Maker - Artisan,Green Jobs,Handicrafts and Carpet,3,4,0.34521228
Solar PV Engineer (Option: Solar Water Pumping System),Hotel Reception (WorldSkills),Green Jobs,Tourism & Hospitality,5,4.5,0.34498286
Advanced Program on Hand Block Printing,Banquet Manager (Operation),Handicrafts and Carpet,Tourism & Hospitality,4,7,0.3448917
Basic Program on Traditional Hand Embroidery,Property Manager (FM),Handicrafts and Carpet,Tourism & Hospitality,4,7,0.3446227
Handcrafted Candle Maker,Revenue Manager,Handicrafts and Carpet,Tourism & Hospitality,3,5.5,0.3437632
Green Hydrogen Plant Entrepreneur,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,5,4,0.3436404
Basic Program on Traditional Hand Embroidery,Quality Control Manager-Tourism and Hospitality,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.3431443
Basic Program on Traditional Hand Embroidery,Revenue Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5.5,0.3431183
Basic Program on Traditional Hand Embroidery,Ventilation Checker cum Fan Operator,Handicrafts and Carpet,Mining,4,4,0.34310532
Junior Technician- Solar Cold Storage,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.34297988
Welding,Tour Manager,Automotive,Tourism & Hospitality,4.5,6,0.34268486
Production Manager,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,7,4,0.34239164
Green Hydrogen Plant Junior Technician (Desalination),Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.3421824
Basic Program on Traditional Hand Embroidery,Assistant Chef,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.3421806
Basic Program on Traditional Hand Embroidery,Billing Executive,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.3413632
Basic Program on Traditional Hand Embroidery,Duty Manager,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.34068108
Solar EV Charging Entrepreneur,Loin Loom Weaver,Green Jobs,Textile,4,3,0.3404569
Manufacturing Team Challenge,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4.5,4,0.34042907
Basic Program on Traditional Hand Embroidery,Ground Crew Chief (Paragliding),Handicrafts and Carpet,Tourism & Hospitality,4,4,0.34035853
Basic Program on Traditional Hand Embroidery,Tour  Guide,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.33847365
Cold Storage Technician,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,3,4,0.3383571
Solar Domestic Product Assembler,Food & Beverage Service Manager,Green Jobs,Tourism & Hospitality,2.5,7,0.3382628
Solar Photovoltaic Site Survey Assistant,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3.5,4,0.3382298
Basic Program on Traditional Hand Embroidery,Counter Sales Executive (Tourism and Hospitality),Handicrafts and Carpet,Tourism & Hospitality,4,4,0.3359771
Basic Program on Traditional Hand Embroidery,Food Outlet Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.33563027
Basic Program on Traditional Hand Embroidery,Kitchen Stewarding Shift In charge,Handicrafts and Carpet,Tourism & Hospitality,4,3.5,0.33552185
Supervisor- Operations and Maintenance  (Compressed Biogas/Waste to Energy),Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,5,4,0.3351134
Feedstock Manager - Procurement and Composition,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,6,4,0.33478963
Basic Program on Traditional Hand Embroidery,Rafting Guide/Safety Kayaker,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.33413646
Wastewater Treatment Plant Helper,Tour Manager,Green Jobs,Tourism & Hospitality,3,6,0.33398142
Basic Program on Traditional Hand Embroidery,Front Office Assistant,Handicrafts and Carpet,Tourism & Hospitality,4,3,0.33362222
Green Hydrogen Plant Junior Technician-Electrolyzer,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.33325678
Automotive Sales Leader,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,5,4,0.3331189
Basic Program on Traditional Hand Embroidery,Cooking (WorldSkills),Handicrafts and Carpet,Tourism & Hospitality,4,4.5,0.3328224
Basic Program on Traditional Hand Embroidery,Facility Management Executive,Handicrafts and Carpet,Tourism & Hospitality,4,5,0.33242393
Faecal Sludge Treatment Plant O&M Technician,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.33152303
Basic Program on Traditional Hand Embroidery,Mountaineering Instructor,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.3309679
Green Hydrogen Plant Junior Technician- Storage,Loin Loom Weaver,Green Jobs,Textile,3,3,0.33060822
Artisanal Chocolate Maker-Entrepreneur,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,4,4,0.3301173
Basic Program on Traditional Hand Embroidery,Tour Manager,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.32854593
Industrial Control,Tour Manager,Automotive,Tourism & Hospitality,4.5,6,0.3284579
Solar EV Charging Entrepreneur,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.32794726
Recyclable Waste Collector & Segregator,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,4,4,0.3274671
Industrial Control,Advanced Program on Hand Block Printing,Automotive,Handicrafts and Carpet,4.5,4,0.32721207
Car Painting,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4.5,4,0.32630777
Basic Program on Traditional Hand Embroidery,Street Food Vendor- Standalone,Handicrafts and Carpet,Tourism & Hospitality,4,4,0.32600355
Introduction to Electric Vehicle,Basic Program on Traditional Hand Embroidery,Automotive,Handicrafts and Carpet,4,4,0.3240123
GHG Accounting and Sustainability Reporting,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,6,4,0.3240123
Basic Program on Traditional Hand Embroidery,Front Office Manager,Handicrafts and Carpet,Tourism & Hospitality,4,7,0.323532
Green Hydrogen Plant Junior Technician- Storage,Basic Program on Traditional Hand Embroidery,Green Jobs,Handicrafts and Carpet,3,4,0.32301325
Food Regulatory Affairs Manager,Basic Program on Traditional Hand Embroidery,Food Processing,Handicrafts and Carpet,6,4,0.3221253
Basic Program on Traditional Hand Embroidery,Food & Beverage Controller,Handicrafts and Carpet,Tourism & Hospitality,4,6,0.32076105
